Year,#,Category,Nominee,Additional Info,Won?,Race,Multi-Racial?,Dynamic,Stereotype,Restricted Race Role,Helps main white pratagonist in their journey
2015,88th,Actor -- Leading Role,Bryan Cranston , Trumbo as Dalton Trumbo,,White,,,,,
2015,88th,Actor -- Leading Role,Matt Damon , The Martian as Mark Watney,,White,,,,,
2015,88th,Actor -- Leading Role,Leonardo DiCaprio , The Revenant as Hugh Glass,,White,,,,,
2015,88th,Actor -- Leading Role,Michael Fassbender , Steve Jobs as Steve Jobs,,White,,,,,
2015,88th,Actor -- Leading Role,Eddie Redmayne , The Danish Girl as Lili Elbe / Einar Wegener,,White,,,,,
2015,88th,Actor -- Supporting Role,Christian Bale , The Big Short as Michael Burry,,White,,,,,
2015,88th,Actor -- Supporting Role,Tom Hardy , The Revenant as John Fitzgerald,,White,,,,,
2015,88th,Actor -- Supporting Role,Mark Ruffalo , Spotlight as Michael Rezendes,,White,,,,,
2015,88th,Actor -- Supporting Role,Mark Rylance , Bridge of Spies as Rudolf Abel,,White,,,,,
2015,88th,Actor -- Supporting Role,Sylvester Stallone , Creed as Rocky Balboa,,White,,,,,
2015,88th,Actress -- Leading Role,Cate Blanchett , Carol as Carol Aird,,White,,,,,
2015,88th,Actress -- Leading Role,Brie Larson ," Room as Joy ""Ma"" Newsome",,White,,,,,
2015,88th,Actress -- Leading Role,Jennifer Lawrence , Joy as Joy Mangano,,White,,,,,
2015,88th,Actress -- Leading Role,Charlotte Rampling , 45 Years as Kate Mercer,,White,,,,,
2015,88th,Actress -- Leading Role,Saoirse Ronan , Brooklyn as Eilis Lacey,,White,,,,,
2015,88th,Actress -- Supporting Role,Jennifer Jason Leigh , The Hateful Eight as Daisy Domergue,,White,,,,,
2015,88th,Actress -- Supporting Role,Rooney Mara , Carol as Therese Belivet,,White,,,,,
2015,88th,Actress -- Supporting Role,Rachel McAdams , Spotlight as Sacha Pfeiffer,,White,,,,,
2015,88th,Actress -- Supporting Role,Alicia Vikander , The Danish Girl as Gerda Wegener,,White,,,,,
2015,88th,Actress -- Supporting Role,Kate Winslet , Steve Jobs as Joanna Hoffman,,White,,,,,
2014,87th,Actor -- Leading Role,Steve Carell ,"Foxcatcher {""John du Pont""}",NO,White,,,,,
2014,87th,Actor -- Leading Role,Bradley Cooper ,"American Sniper {""Chris Kyle""}",NO,White,,,,,
2014,87th,Actor -- Leading Role,Benedict Cumberbatch,"The Imitation Game {""Alan Turing""}",NO,White,,,,,
2014,87th,Actor -- Leading Role,Michael Keaton ,"Birdman or (The Unexpected Virtue of Ignorance) {""Riggan""}",NO,White,,,,,
2014,87th,Actor -- Leading Role,Eddie Redmayne ,"The Theory of Everything {""Stephen Hawking""}",YES,White,,Yes,Famous person,,
2014,87th,Actor -- Supporting Role,Robert Duvall ,"The Judge {""Joseph Palmer""}",NO,White,,,,,
2014,87th,Actor -- Supporting Role,Ethan Hawke ,"Boyhood {""Dad""}",NO,White,,,,,
2014,87th,Actor -- Supporting Role,Edward Norton ,"Birdman or (The Unexpected Virtue of Ignorance) {""Mike""}",NO,White,,,,,
2014,87th,Actor -- Supporting Role,Mark Ruffalo ,"Foxcatcher {""David Schultz""}",NO,White,,,,,
2014,87th,Actor -- Supporting Role,J.K. Simmons,"Whiplash {""Fletcher""}",YES,White,,No,Thug,,
2014,87th,Actress -- Leading Role,Marion Cotillard ,"Two Days, One Night {""Sandra""}",NO,White,,,,,
2014,87th,Actress -- Leading Role,Felicity Jones ,"The Theory of Everything {""Jane Hawking""}",NO,White,,,,,
2014,87th,Actress -- Leading Role,Julianne Moore ,"Still Alice {""Alice Howland""}",YES,White,,No,,,
2014,87th,Actress -- Leading Role,Rosamund Pike,"Gone Girl {""Amy Dunne""}",NO,White,,,,,
2014,87th,Actress -- Leading Role,Reese Witherspoon," Wild {""Cheryl""}",NO,White,,,,,
2014,87th,Actress -- Supporting Role,Patricia Arquette ,"Boyhood {""Mom""}",YES,White,,Yes,,,
2014,87th,Actress -- Supporting Role,Laura Dern ," Wild {""Bobbi""}",NO,White,,,,,
2014,87th,Actress -- Supporting Role,Keira Knightley ," The Imitation Game {""Joan Clarke""}",NO,White,,,,,
2014,87th,Actress -- Supporting Role,Emma Stone ," Birdman or (The Unexpected Virtue of Ignorance) {""Sam""}",NO,White,,,,,
2014,87th,Actress -- Supporting Role,Meryl Streep ," Into the Woods {""Witch""}",NO,White,,,,,
2013,86th,Actor -- Leading Role,Christian Bale ," American Hustle {""Irving Rosenfeld""}",NO,White,,,,,
2013,86th,Actor -- Leading Role,Bruce Dern ," Nebraska {""Woody Grant""}",NO,White,,,,,
2013,86th,Actor -- Leading Role,Leonardo DiCaprio ," The Wolf of Wall Street {""Jordan Belfort""}",NO,White,,,,,
2013,86th,Actor -- Leading Role,Chiwetel Ejiofor ," 12 Years a Slave {""Solomon Northup""}",NO,Black,,Yes,Slave,No,
2013,86th,Actor -- Leading Role,Matthew McConaughey ," Dallas Buyers Club {""Ron Woodroof""}",YES,White,,Yes,Redneck,,
2013,86th,Actor -- Supporting Role,Barkhad Abdi ," Captain Phillips {""Muse""}",NO,Black,,No,Villian,No,
2013,86th,Actor -- Supporting Role,Bradley Cooper ," American Hustle {""Richie DiMaso""}",NO,White,,,,,
2013,86th,Actor -- Supporting Role,Michael Fassbender ," 12 Years a Slave {""Edwin Epps""}",NO,White,,,,,
2013,86th,Actor -- Supporting Role,Jonah Hill ," The Wolf of Wall Street {""Donnie Azoff""}",NO,White,,,,,
2013,86th,Actor -- Supporting Role,Jared Leto ," Dallas Buyers Club {""Rayon""}",YES,White,,No,,,
2013,86th,Actress -- Leading Role,Amy Adams ," American Hustle {""Sydney Prosser""}",NO,White,,,,,
2013,86th,Actress -- Leading Role,Cate Blanchett ," Blue Jasmine {""Jasmine""}",YES,White,,,,,
2013,86th,Actress -- Leading Role,Sandra Bullock ," Gravity {""Ryan Stone""}",NO,White,,,,,
2013,86th,Actress -- Leading Role,Judi Dench ," Philomena {""Philomena""}",NO,White,,,,,
2013,86th,Actress -- Leading Role,Meryl Streep ," August: Osage County {""Violet Weston""}",NO,White,,,,,
2013,86th,Actress -- Supporting Role,Sally Hawkins ," Blue Jasmine {""Ginger""}",NO,White,,,,,
2013,86th,Actress -- Supporting Role,Jennifer Lawrence ," American Hustle {""Rosalyn Rosenfeld""}",NO,White,,,,,
2013,86th,Actress -- Supporting Role,Lupita Nyong'o ," 12 Years a Slave {""Patsey""}",YES,Black,,No,Slave,Yes,
2013,86th,Actress -- Supporting Role,Julia Roberts ," August: Osage County {""Barbara Weston""}",NO,White,,,,,
2013,86th,Actress -- Supporting Role,June Squibb ," Nebraska {""Kate Grant""}",NO,White,,,,,
2012,85th,Actor -- Leading Role,Bradley Cooper ," Silver Linings Playbook {""Pat""}",NO,White,,,,,
2012,85th,Actor -- Leading Role,Daniel Day Lewis," Lincoln {""Abraham Lincoln""}",YES,White,,,Famous person,,
2012,85th,Actor -- Leading Role,Hugh Jackman ," Les Misérables {""Jean Valjean""}",NO,White,,,,,
2012,85th,Actor -- Leading Role,Joaquin Phoenix ," The Master {""Freddie Quell""}",NO,White,,,,,
2012,85th,Actor -- Leading Role,Denzel Washington ," Flight {""Whip Whitaker""}",NO,Black,,Yes,Drunk/Bad Father,Yes,
2012,85th,Actor -- Supporting Role,Alan Arkin ," Argo {""Lester Siegel""}",NO,White,,,,,
2012,85th,Actor -- Supporting Role,Robert De Niro ," Silver Linings Playbook {""Pat Sr.""}",NO,White,,,,,
2012,85th,Actor -- Supporting Role,Philip Seymour Hoffman ," The Master {""Lancaster Dodd""}",NO,White,,,,,
2012,85th,Actor -- Supporting Role,Tommy Lee Jones ," Lincoln {""Thaddeus Stevens""}",NO,White,,,,,
2012,85th,Actor -- Supporting Role,Christoph Waltz ," Django Unchained {""Dr. King Schultz""}",YES,White,,No ,,,
2012,85th,Actress -- Leading Role,Jessica Chastain ," Zero Dark Thirty {""Maya""}",NO,White,,,,,
2012,85th,Actress -- Leading Role,Jennifer Lawrence ," Silver Linings Playbook {""Tiffany""}",YES,White,,No,,,
2012,85th,Actress -- Leading Role,Emmanuelle Riva ," Amour {""Anne""}",NO,White,,,,,
2012,85th,Actress -- Leading Role,Quvenzhané Wallis ," Beasts of the Southern Wild {""Hushpuppy""}",NO,Black,,,,,
2012,85th,Actress -- Leading Role,Naomi Watts ," The Impossible {""Maria""}",NO,White,,,,,
2011,84th,Actor -- Leading Role,Demián Bichir ," A Better Life {""Carlos Galindo""}",NO,Hispanic,,,,,
2011,84th,Actor -- Leading Role,George Clooney ," The Descendants {""Matt King""}",NO,White,,,,,
2011,84th,Actor -- Leading Role,Jean Dujardin ," The Artist {""George Valentin""}",YES,White,,,,,
2011,84th,Actor -- Leading Role,Gary Oldman ," Tinker Tailor Soldier Spy {""George Smiley""}",NO,White,,,,,
2011,84th,Actor -- Leading Role,Brad Pitt ," Moneyball {""Billy Beane""}",NO,White,,,,,
2011,84th,Actor -- Supporting Role,Kenneth Branagh ," My Week with Marilyn {""Sir Laurence Olivier""}",NO,White,,,,,
2011,84th,Actor -- Supporting Role,Jonah Hill ," Moneyball {""Peter Brand""}",NO,White,,,,,
2011,84th,Actor -- Supporting Role,Nick Nolte ," Warrior {""Paddy Conlon""}",NO,White,,,,,
2011,84th,Actor -- Supporting Role,Christopher Plummer ," Beginners {""Hal""}",YES,White,,,,,
2011,84th,Actor -- Supporting Role,Max von Sydow ," Extremely Loud & Incredibly Close {""The Renter""}",NO,White,,,,,
2011,84th,Actress -- Leading Role,Glenn Close ," Albert Nobbs {""Albert Nobbs""}",NO,White,,,,,
2011,84th,Actress -- Leading Role,Viola Davis ," The Help {""Aibileen Clark""}",NO,Black,,Yes,Maid,No,
2011,84th,Actress -- Leading Role,Rooney Mara ," The Girl with the Dragon Tattoo {""Lisbeth Salander""}",NO,White,,,,,
2011,84th,Actress -- Leading Role,Meryl Streep ," The Iron Lady {""Margaret Thatcher""}",YES,White,,,Famous person,,
2011,84th,Actress -- Leading Role,Michelle Williams ," My Week with Marilyn {""Marilyn Monroe""}",NO,White,,,,,
2011,84th,Actress -- Supporting Role,Bérénice Bejo ," The Artist {""Peppy Miller""}",NO,Hispanic,,,,,
2011,84th,Actress -- Supporting Role,Jessica Chastain ," The Help {""Celia Foote""}",NO,White,,,,,
2011,84th,Actress -- Supporting Role,Melissa McCarthy ," Bridesmaids {""Megan""}",NO,White,,,,,
2011,84th,Actress -- Supporting Role,Janet McTeer ," Albert Nobbs {""Hubert Page""}",NO,White,,,,,
2011,84th,Actress -- Supporting Role,Octavia Spencer ," The Help {""Minny Jackson""}",YES,Black,,Yes,Maid,Yes,
2010,83rd,Actor -- Leading Role,Javier Bardem,Biutiful {'Uxbal'},NO,Hispanic,,,,,
2010,83rd,Actor -- Leading Role,Jeff Bridges,True Grit {'Rooster Cogburn'},NO,White,,,,,
2010,83rd,Actor -- Leading Role,Jesse Eisenberg,The Social Network {'Mark Zuckerberg'},NO,White,,,,,
2010,83rd,Actor -- Leading Role,Colin Firth,The King's Speech {'King George VI'},YES,White,,,Famous person,,
2010,83rd,Actor -- Leading Role,James Franco,127 Hours {'Aron Ralston'},NO,White,,,,,
2010,83rd,Actor -- Supporting Role,Christian Bale,The Fighter {'Dicky Eklund'},YES,White,,,,,
2010,83rd,Actor -- Supporting Role,John Hawkes,Winter's Bone {'Teardrop'},NO,White,,,,,
2010,83rd,Actor -- Supporting Role,Jeremy Renner,The Town {'James Coughlin'},NO,White,,,,,
2010,83rd,Actor -- Supporting Role,Mark Ruffalo,The Kids Are All Right {'Paul'},NO,White,,,,,
2010,83rd,Actor -- Supporting Role,Geoffrey Rush,The King's Speech {'Lionel Logue'},NO,White,,,,,
2010,83rd,Actress -- Leading Role,Annette Bening,The Kids Are All Right {'Nic'},NO,White,,,,,
2010,83rd,Actress -- Leading Role,Nicole Kidman,Rabbit Hole {'Becca'},NO,White,,,,,
2010,83rd,Actress -- Leading Role,Jennifer Lawrence,Winter's Bone {'Ree'},NO,White,,,,,
2010,83rd,Actress -- Leading Role,Natalie Portman,Black Swan {'Nina Sayers/The Swan Queen'},YES,White,,Yes,,,
2010,83rd,Actress -- Leading Role,Michelle Williams,Blue Valentine {'Cindy'},NO,White,,,,,
2010,83rd,Actress -- Supporting Role,Amy Adams,The Fighter {'Charlene Fleming'},NO,White,,,,,
2010,83rd,Actress -- Supporting Role,Helena Bonham Carter,The King's Speech {'Queen Elizabeth'},NO,White,,,,,
2010,83rd,Actress -- Supporting Role,Melissa Leo,The Fighter {'Alice Ward'},YES,White,,,,,
2010,83rd,Actress -- Supporting Role,Hailee Steinfeld,True Grit {'Mattie Ross'},NO,White,,,,,
2010,83rd,Actress -- Supporting Role,Jacki Weaver,Animal Kingdom {'Janine 'Smurf' Cody'},NO,White,,,,,
2009,82nd,Actor -- Leading Role,Jeff Bridges,Crazy Heart {'Bad Blake'},YES,White,,,,,
2009,82nd,Actor -- Leading Role,George Clooney,Up in the Air {'Ryan Bingham'},NO,White,,,,,
2009,82nd,Actor -- Leading Role,Colin Firth,A Single Man {'George'},NO,White,,,,,
2009,82nd,Actor -- Leading Role,Morgan Freeman,Invictus {'Nelson Mandela'},NO,Black,,,,,
2009,82nd,Actor -- Leading Role,Jeremy Renner,The Hurt Locker {'Staff Sergeant William James'},NO,White,,,,,
2009,82nd,Actor -- Supporting Role,Matt Damon,Invictus {'Francois Pienaar'},NO,White,,,,,
2009,82nd,Actor -- Supporting Role,Woody Harrelson,The Messenger {'Captain Tony Stone'},NO,White,,,,,
2009,82nd,Actor -- Supporting Role,Christopher Plummer,The Last Station {'Tolstoy'},NO,White,,,,,
2009,82nd,Actor -- Supporting Role,Stanley Tucci,The Lovely Bones {'George Harvey'},NO,White,,,,,
2009,82nd,Actor -- Supporting Role,Christoph Waltz,Inglourious Basterds {'Col. Hans Landa'},YES,White,,,,,
2009,82nd,Actress -- Leading Role,Sandra Bullock,The Blind Side {'Leigh Anne Tuohy'},YES,White,,No,Famous person,,
2009,82nd,Actress -- Leading Role,Helen Mirren,The Last Station {'Sofya'},NO,White,,,,,
2009,82nd,Actress -- Leading Role,Carey Mulligan,An Education {'Jenny'},NO,White,,,,,
2009,82nd,Actress -- Leading Role,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire {'Precious'},NO,Black,,,,,
2009,82nd,Actress -- Leading Role,Meryl Streep,Julie & Julia {'Julia Child'},NO,White,,,,,
2009,82nd,Actress -- Supporting Role,Penélope Cruz,Nine {'Carla'},NO,Hispanic,,,,,
2009,82nd,Actress -- Supporting Role,Vera Farmiga,Up in the Air {'Alex Goran'},NO,White,,,,,
2009,82nd,Actress -- Supporting Role,Maggie Gyllenhaal,Crazy Heart {'Jean Craddock'},NO,White,,,,,
2009,82nd,Actress -- Supporting Role,Anna Kendrick,Up in the Air {'Natalie Keener'},NO,White,,,,,
2009,82nd,Actress -- Supporting Role,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire {'Mary'},YES,Black,,No,Sapphire,Yes,
2008,81st,Actor -- Leading Role,Richard Jenkins,The Visitor {'Walter'},NO,White,,,,,
2008,81st,Actor -- Leading Role,Frank Langella,Frost/Nixon {'Richard Nixon'},NO,White,,,,,
2008,81st,Actor -- Leading Role,Sean Penn,Milk {'Harvey Milk'},YES,White,,,Famous person,,
2008,81st,Actor -- Leading Role,Brad Pitt,The Curious Case of Benjamin Button {'Benjamin Button'},NO,White,,,,,
2008,81st,Actor -- Leading Role,Mickey Rourke,The Wrestler {'Randy'},NO,White,,,,,
2008,81st,Actor -- Supporting Role,Josh Brolin,Milk {'Dan White'},NO,White,,,,,
2008,81st,Actor -- Supporting Role,Robert Downey Jr.,Tropic Thunder {'Kirk Lazarus'},NO,White,,,,,
2008,81st,Actor -- Supporting Role,Philip Seymour Hoffman,Doubt {'Father Brendan Flynn'},NO,White,,,,,
2008,81st,Actor -- Supporting Role,Heath Ledger,The Dark Knight {'Joker'},YES,White,,No,,,
2008,81st,Actor -- Supporting Role,Michael Shannon,Revolutionary Road {'John Givings'},NO,White,,,,,
2008,81st,Actress -- Leading Role,Anne Hathaway,Rachel Getting Married {'Kym'},NO,White,,,,,
2008,81st,Actress -- Leading Role,Angelina Jolie,Changeling {'Christine Collins'},NO,White,,,,,
2008,81st,Actress -- Leading Role,Melissa Leo,Frozen River {'Ray Eddy'},NO,White,,,,,
2008,81st,Actress -- Leading Role,Meryl Streep,Doubt {'Sister Aloysius Beauvier'},NO,White,,,,,
2008,81st,Actress -- Leading Role,Kate Winslet,The Reader {'Hanna Schmitz'},YES,White,,,,,
2008,81st,Actress -- Supporting Role,Amy Adams,Doubt {'Sister James'},NO,White,,,,,
2008,81st,Actress -- Supporting Role,Penélope Cruz,Vicky Cristina Barcelona {'Maria Elena'},YES,Hispanic,,No,Sapphire/Jezebel,Yes,Yes
2008,81st,Actress -- Supporting Role,Viola Davis,Doubt {'Mrs. Miller'},NO,Black,,,,,
2008,81st,Actress -- Supporting Role,Taraji P. Henson,The Curious Case of Benjamin Button {'Queenie'},NO,Black,,,,,
2008,81st,Actress -- Supporting Role,Marisa Tomei,The Wrestler {'Cassidy'},NO,White,,,,,
2007,80th,Actor -- Leading Role,George Clooney,Michael Clayton {'Michael Clayton'},NO,White,,,,,
2007,80th,Actor -- Leading Role,Daniel Day-Lewis,There Will Be Blood {'Daniel Plainview'},YES,White,,,,,
2007,80th,Actor -- Leading Role,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street {'Sweeney Todd'},NO,White,,,,,
2007,80th,Actor -- Leading Role,Tommy Lee Jones,In the Valley of Elah {'Hank Deerfield'},NO,White,,,,,
2007,80th,Actor -- Leading Role,Viggo Mortensen,Eastern Promises {'Nikolai'},NO,White,,,,,
2007,80th,Actor -- Supporting Role,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford {'Robert Ford'},NO,White,,,,,
2007,80th,Actor -- Supporting Role,Javier Bardem,No Country for Old Men {'Anton Chigurh'},YES,Hispanic,,No,Thug,No,Yes
2007,80th,Actor -- Supporting Role,Philip Seymour Hoffman,Charlie Wilson's War {'Gust Avrakotos'},NO,White,,,,,
2007,80th,Actor -- Supporting Role,Hal Holbrook,Into the Wild {'Ron Franz'},NO,White,,,,,
2007,80th,Actor -- Supporting Role,Tom Wilkinson,Michael Clayton {'Arthur Edens'},NO,White,,,,,
2007,80th,Actress -- Leading Role,Cate Blanchett,Elizabeth: The Golden Age {'Queen Elizabeth I'},NO,White,,,,,
2007,80th,Actress -- Leading Role,Julie Christie,Away from Her {'Fiona'},NO,White,,,,,
2007,80th,Actress -- Leading Role,Marion Cotillard,La Vie en Rose {'Edith Piaf'},YES,White,,,,,
2007,80th,Actress -- Leading Role,Laura Linney,The Savages {'Wendy Savage'},NO,White,,,,,
2007,80th,Actress -- Leading Role,Ellen Page,Juno {'Juno MacGuff'},NO,White,,,,,
2007,80th,Actress -- Supporting Role,Cate Blanchett,I'm Not There {'Jude'},NO,White,,,,,
2007,80th,Actress -- Supporting Role,Ruby Dee,American Gangster {'Mama Lucas'},NO,Black,,,,,
2007,80th,Actress -- Supporting Role,Saoirse Ronan,"Atonement {'Briony Tallis, aged 13'}",NO,White,,,,,
2007,80th,Actress -- Supporting Role,Amy Ryan,Gone Baby Gone {'Helene McCready'},NO,White,,,,,
2007,80th,Actress -- Supporting Role,Tilda Swinton,Michael Clayton {'Karen Crowder'},YES,White,,,,,
2006,79th,Actor -- Leading Role,Leonardo DiCaprio,Blood Diamond {'Danny Archer'},NO,White,,,,,
2006,79th,Actor -- Leading Role,Ryan Gosling,Half Nelson {'Dan Dunne'},NO,White,,,,,
2006,79th,Actor -- Leading Role,Peter O'Toole,Venus {'Maurice'},NO,White,,,,,
2006,79th,Actor -- Leading Role,Will Smith,The Pursuit of Happyness {'Chris Gardner'},NO,Black,,,,,
2006,79th,Actor -- Leading Role,Forest Whitaker,The Last King of Scotland {'Idi Amin'},YES,Black,,No (?),Famous Person,Yes,Yes
2006,79th,Actor -- Supporting Role,Alan Arkin,Little Miss Sunshine {'Grandpa'},YES,White,,,,,
2006,79th,Actor -- Supporting Role,Jackie Earle Haley,Little Children {'Ronnie J. McGorvey'},NO,White,,,,,
2006,79th,Actor -- Supporting Role,Djimon Hounsou,Blood Diamond {'Solomon Vandy'},NO,Black,,,,,
2006,79th,Actor -- Supporting Role,Eddie Murphy,Dreamgirls {'James 'Thunder' Early'},NO,Black,,,,,
2006,79th,Actor -- Supporting Role,Mark Wahlberg,The Departed {'Dignam'},NO,White,,,,,
2006,79th,Actress -- Leading Role,Penélope Cruz,Volver {'Raimunda'},NO,Hispanic,,,,,
2006,79th,Actress -- Leading Role,Judi Dench,Notes on a Scandal {'Barbara Covett'},NO,White,,,,,
2006,79th,Actress -- Leading Role,Helen Mirren,The Queen {'The Queen'},YES,White,,,,,
2006,79th,Actress -- Leading Role,Meryl Streep,The Devil Wears Prada {'Miranda Priestly'},NO,White,,,,,
2006,79th,Actress -- Leading Role,Kate Winslet,Little Children {'Sarah Pierce'},NO,White,,,,,
2006,79th,Actress -- Supporting Role,Adriana Barraza,Babel {'Amelia'},NO,Hispanic,,,,,
2006,79th,Actress -- Supporting Role,Cate Blanchett,Notes on a Scandal {'Sheba Hart'},NO,White,,,,,
2006,79th,Actress -- Supporting Role,Abigail Breslin,Little Miss Sunshine {'Olive'},NO,White,,,,,
2006,79th,Actress -- Supporting Role,Jennifer Hudson,Dreamgirls {'Effie White'},YES,Black,,Yes,,Yes,
2006,79th,Actress -- Supporting Role,Rinko Kikuchi,Babel {'Chieko'},NO,Asian,,,,,
2005,78th,Actor -- Leading Role,Philip Seymour Hoffman,Capote {'Truman Capote'},YES,White,,,,,
2005,78th,Actor -- Leading Role,Terrence Howard,Hustle & Flow {'DJay'},NO,Black,,,,,
2005,78th,Actor -- Leading Role,Heath Ledger,Brokeback Mountain {'Ennis Del Mar'},NO,White,,,,,
2005,78th,Actor -- Leading Role,Joaquin Phoenix,Walk the Line {'John R. Cash'},NO,White,,,,,
2005,78th,Actor -- Leading Role,David Strathairn,"Good Night, and Good Luck. {'Edward R. Murrow'}",NO,White,,,,,
2005,78th,Actor -- Supporting Role,George Clooney,Syriana {'Bob Barnes'},YES,White,,,,,
2005,78th,Actor -- Supporting Role,Matt Dillon,Crash {'Officer Ryan'},NO,White,,,,,
2005,78th,Actor -- Supporting Role,Paul Giamatti,Cinderella Man {'Joe Gould'},NO,White,,,,,
2005,78th,Actor -- Supporting Role,Jake Gyllenhaal,Brokeback Mountain {'Jack Twist'},NO,White,,,,,
2005,78th,Actor -- Supporting Role,William Hurt,A History of Violence {'Richie Cusack'},NO,White,,,,,
2005,78th,Actress -- Leading Role,Judi Dench,Mrs. Henderson Presents {'Mrs. Laura Henderson'},NO,White,,,,,
2005,78th,Actress -- Leading Role,Felicity Huffman,Transamerica {'Bree'},NO,White,,,,,
2005,78th,Actress -- Leading Role,Keira Knightley,Pride & Prejudice {'Elizabeth Bennet'},NO,White,,,,,
2005,78th,Actress -- Leading Role,Charlize Theron,North Country {'Josey Aimes'},NO,White,,,,,
2005,78th,Actress -- Leading Role,Reese Witherspoon,Walk the Line {'June Carter'},YES,White,,,,,
2005,78th,Actress -- Supporting Role,Amy Adams,Junebug {'Ashley'},NO,White,,,,,
2005,78th,Actress -- Supporting Role,Catherine Keener,Capote {'Nelle Harper Lee'},NO,White,,,,,
2005,78th,Actress -- Supporting Role,Frances McDormand,North Country {'Glory'},NO,White,,,,,
2005,78th,Actress -- Supporting Role,Rachel Weisz,The Constant Gardener {'Tessa Quayle'},YES,White,,,,,
2005,78th,Actress -- Supporting Role,Michelle Williams,Brokeback Mountain {'Alma'},NO,White,,,,,
2004,77th,Actor -- Leading Role,Don Cheadle,Hotel Rwanda {'Paul Rusesabagina'},NO,Black,,,,,
2004,77th,Actor -- Leading Role,Johnny Depp,Finding Neverland {'Sir James Matthew Barrie'},NO,White,,,,,
2004,77th,Actor -- Leading Role,Leonardo DiCaprio,The Aviator {'Howard Hughes'},NO,White,,,,,
2004,77th,Actor -- Leading Role,Clint Eastwood,Million Dollar Baby {'Frankie Dunn'},NO,White,,,,,
2004,77th,Actor -- Leading Role,Jamie Foxx,Ray {'Ray Charles'},YES,Black,,Yes,Famous Person,Yes,
2004,77th,Actor -- Supporting Role,Alan Alda,The Aviator {'Senator Ralph Owen Brewster'},NO,White,,,,,
2004,77th,Actor -- Supporting Role,Thomas Haden Church,Sideways {'Jack'},NO,White,,,,,
2004,77th,Actor -- Supporting Role,Jamie Foxx,Collateral {'Max'},NO,Black,,,,,
2004,77th,Actor -- Supporting Role,Morgan Freeman,Million Dollar Baby {'Eddie Scrap-Iron Dupris'},YES,Black,,No,Magical Negro,No,Yes
2004,77th,Actor -- Supporting Role,Clive Owen,Closer {'Larry'},NO,White,,,,,
2004,77th,Actress -- Leading Role,Annette Bening,Being Julia {'Julia Lambert'},NO,White,,,,,
2004,77th,Actress -- Leading Role,Catalina Sandino Moreno,Maria Full of Grace {'Maria'},NO,Hispanic,,,,,
2004,77th,Actress -- Leading Role,Imelda Staunton,Vera Drake {'Vera'},NO,White,,,,,
2004,77th,Actress -- Leading Role,Hilary Swank,Million Dollar Baby {'Maggie Fitzgerald'},YES,White,,,,,
2004,77th,Actress -- Leading Role,Kate Winslet,Eternal Sunshine of the Spotless Mind {'Clementine Kruczynski'},NO,White,,,,,
2004,77th,Actress -- Supporting Role,Cate Blanchett,The Aviator {'Katharine Hepburn'},YES,White,,,,,
2004,77th,Actress -- Supporting Role,Laura Linney,Kinsey {'Clara McMillen'},NO,White,,,,,
2004,77th,Actress -- Supporting Role,Virginia Madsen,Sideways {'Maya'},NO,White,,,,,
2004,77th,Actress -- Supporting Role,Sophie Okonedo,Hotel Rwanda {'Tatiana Rusesabagina'},NO,Black,,,,,
2004,77th,Actress -- Supporting Role,Natalie Portman,Closer {'Alice'},NO,White,,,,,
2003,76th,Actor -- Leading Role,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl {'Jack Sparrow'},NO,White,,,,,
2003,76th,Actor -- Leading Role,Ben Kingsley,House of Sand and Fog {'Behrani'},NO,Asian,YES,,,,
2003,76th,Actor -- Leading Role,Jude Law,Cold Mountain {'Inman'},NO,White,,,,,
2003,76th,Actor -- Leading Role,Bill Murray,Lost in Translation {'Bob Harris'},NO,White,,,,,
2003,76th,Actor -- Leading Role,Sean Penn,Mystic River {'Jimmy Markum'},YES,White,,,,,
2003,76th,Actor -- Supporting Role,Alec Baldwin,The Cooler {'Shelly Kaplow'},NO,White,,,,,
2003,76th,Actor -- Supporting Role,Benicio Del Toro,21 Grams {'Jack Jordan'},NO,Hispanic,,,,,
2003,76th,Actor -- Supporting Role,Djimon Hounsou,In America {'Mateo'},NO,Black,,,,,
2003,76th,Actor -- Supporting Role,Tim Robbins,Mystic River {'Dave Boyle'},YES,White,,,,,
2003,76th,Actor -- Supporting Role,Ken Watanabe,The Last Samurai {'Katsumoto'},NO,Asian,,,,,
2003,76th,Actress -- Leading Role,Keisha Castle-Hughes,Whale Rider {'Paikea'},NO,White,,,,,
2003,76th,Actress -- Leading Role,Diane Keaton,Something's Gotta Give {'Erica Barry'},NO,White,,,,,
2003,76th,Actress -- Leading Role,Samantha Morton,In America {'Sarah'},NO,White,,,,,
2003,76th,Actress -- Leading Role,Charlize Theron,Monster {'Aileen Wuornos'},YES,White,,Yes,Crazy,,
2003,76th,Actress -- Leading Role,Naomi Watts,21 Grams {'Cristina Peck'},NO,White,,,,,
2003,76th,Actress -- Supporting Role,Shohreh Aghdashloo,House of Sand and Fog {'Nadi'},NO,White,,,,,
2003,76th,Actress -- Supporting Role,Patricia Clarkson,Pieces of April {'Joy Burns'},NO,White,,,,,
